|                                Tasks                                |Version|Filter|n-shot|Metric|Value |   |Stderr|
| - blimp_passive_2_filtered                                          |      1|none  |     0|acc   |0.5316|±  |0.0166|
| - blimp_principle_A_c_command_filtered                              |      1|none  |     0|acc   |0.2907|±  |0.0148|
| - blimp_principle_A_case_1_filtered                                 |      1|none  |     0|acc   |0.9989|±  |0.0011|
| - blimp_principle_A_case_2_filtered                                 |      1|none  |     0|acc   |0.3727|±  |0.0160|
| - blimp_principle_A_domain_1_filtered                               |      1|none  |     0|acc   |0.9978|±  |0.0015|
| - blimp_principle_A_domain_2_filtered                               |      1|none  |     0|acc   |0.4328|±  |0.0164|
| - blimp_principle_A_domain_3_filtered                               |      1|none  |     0|acc   |0.5324|±  |0.0163|
| - blimp_principle_A_reconstruction_filtered                         |      1|none  |     0|acc   |0.4498|±  |0.0160|
| - blimp_regular_plural_subject_verb_agreement_1_filtered            |      1|none  |     0|acc   |0.4281|±  |0.0166|
| - blimp_regular_plural_subject_verb_agreement_2_filtered            |      1|none  |     0|acc   |0.4402|±  |0.0162|
| - blimp_sentential_negation_npi_licensor_present_filtered           |      1|none  |     0|acc   |0.9761|±  |0.0050|
| - blimp_sentential_negation_npi_scope_filtered                      |      1|none  |     0|acc   |0.3111|±  |0.0157|
| - blimp_sentential_subject_island_filtered                          |      1|none  |     0|acc   |0.5245|±  |0.0161|
| - blimp_superlative_quantifiers_1_filtered                          |      1|none  |     0|acc   |0.2625|±  |0.0141|
| - blimp_superlative_quantifiers_2_filtered                          |      1|none  |     0|acc   |0.1146|±  |0.0101|
| - blimp_tough_vs_raising_1_filtered                                 |      1|none  |     0|acc   |0.3281|±  |0.0153|
| - blimp_tough_vs_raising_2_filtered                                 |      1|none  |     0|acc   |0.7304|±  |0.0146|
| - blimp_transitive_filtered                                         |      1|none  |     0|acc   |0.5058|±  |0.0170|
| - blimp_wh_island_filtered                                          |      1|none  |     0|acc   |0.8219|±  |0.0124|
| - blimp_wh_questions_object_gap_filtered                            |      1|none  |     0|acc   |0.5402|±  |0.0170|
| - blimp_wh_questions_subject_gap_filtered                           |      1|none  |     0|acc   |0.3742|±  |0.0162|
| - blimp_wh_questions_subject_gap_long_distance_filtered             |      1|none  |     0|acc   |0.4189|±  |0.0169|
| - blimp_wh_vs_that_no_gap_filtered                                  |      1|none  |     0|acc   |0.6609|±  |0.0161|
| - blimp_wh_vs_that_no_gap_long_distance_filtered                    |      1|none  |     0|acc   |0.6000|±  |0.0166|
| - blimp_wh_vs_that_with_gap_filtered                                |      1|none  |     0|acc   |0.3014|±  |0.0151|
| - blimp_wh_vs_that_with_gap_long_distance_filtered                  |      1|none  |     0|acc   |0.3527|±  |0.0158|

|     Groups     |Version|Filter|n-shot|Metric|Value |   |Stderr|
|----------------|-------|------|-----:|------|-----:|---|-----:|
|blimp_supplement|N/A    |none  |     0|acc   |0.4401|±  |0.0068|
|blimp_filtered  |N/A    |none  |     0|acc   |0.5034|±  |0.0019|
