|                                Tasks                                |Version|Filter|n-shot|Metric|Value |   |Stderr|
| - blimp_superlative_quantifiers_1_filtered                          |      1|none  |     0|acc   |0.0644|±  |0.0078|
| - blimp_superlative_quantifiers_2_filtered                          |      1|none  |     0|acc   |0.7748|±  |0.0133|
| - blimp_tough_vs_raising_1_filtered                                 |      1|none  |     0|acc   |0.2648|±  |0.0143|
| - blimp_tough_vs_raising_2_filtered                                 |      1|none  |     0|acc   |0.7728|±  |0.0138|
| - blimp_transitive_filtered                                         |      1|none  |     0|acc   |0.5219|±  |0.0170|
| - blimp_wh_island_filtered                                          |      1|none  |     0|acc   |0.3333|±  |0.0152|
| - blimp_wh_questions_object_gap_filtered                            |      1|none  |     0|acc   |0.3737|±  |0.0165|
| - blimp_wh_questions_subject_gap_filtered                           |      1|none  |     0|acc   |0.0969|±  |0.0099|
| - blimp_wh_questions_subject_gap_long_distance_filtered             |      1|none  |     0|acc   |0.1039|±  |0.0104|
| - blimp_wh_vs_that_no_gap_filtered                                  |      1|none  |     0|acc   |0.2590|±  |0.0149|
| - blimp_wh_vs_that_no_gap_long_distance_filtered                    |      1|none  |     0|acc   |0.2457|±  |0.0146|
| - blimp_wh_vs_that_with_gap_filtered                                |      1|none  |     0|acc   |0.7236|±  |0.0148|
| - blimp_wh_vs_that_with_gap_long_distance_filtered                  |      1|none  |     0|acc   |0.7527|±  |0.0143|


|     Groups     |Version|Filter|n-shot|Metric|Value |   |Stderr|
|----------------|-------|------|-----:|------|-----:|---|-----:|
|blimp_supplement|N/A    |none  |     0|acc   |0.4266|±  |0.0069|
|blimp_filtered  |N/A    |none  |     0|acc   |0.4962|±  |0.0019|
