|                                Tasks                                |Version|Filter|n-shot|Metric|Value |   |Stderr|
| - blimp_principle_A_domain_2_filtered                               |      1|none  |     0|acc   |0.5519|±  |0.0164|
| - blimp_principle_A_domain_3_filtered                               |      1|none  |     0|acc   |0.5101|±  |0.0163|
| - blimp_principle_A_reconstruction_filtered                         |      1|none  |     0|acc   |0.6370|±  |0.0155|
| - blimp_regular_plural_subject_verb_agreement_1_filtered            |      1|none  |     0|acc   |0.4090|±  |0.0165|
| - blimp_regular_plural_subject_verb_agreement_2_filtered            |      1|none  |     0|acc   |0.4296|±  |0.0161|
| - blimp_sentential_negation_npi_licensor_present_filtered           |      1|none  |     0|acc   |0.4429|±  |0.0164|
| - blimp_sentential_negation_npi_scope_filtered                      |      1|none  |     0|acc   |0.6935|±  |0.0156|
| - blimp_sentential_subject_island_filtered                          |      1|none  |     0|acc   |0.4932|±  |0.0161|
| - blimp_superlative_quantifiers_1_filtered                          |      1|none  |     0|acc   |0.0429|±  |0.0065|
| - blimp_superlative_quantifiers_2_filtered                          |      1|none  |     0|acc   |0.2039|±  |0.0128|
| - blimp_tough_vs_raising_1_filtered                                 |      1|none  |     0|acc   |0.3629|±  |0.0156|
| - blimp_tough_vs_raising_2_filtered                                 |      1|none  |     0|acc   |0.6902|±  |0.0153|
| - blimp_transitive_filtered                                         |      1|none  |     0|acc   |0.5484|±  |0.0169|
| - blimp_wh_island_filtered                                          |      1|none  |     0|acc   |0.2604|±  |0.0142|
| - blimp_wh_questions_object_gap_filtered                            |      1|none  |     0|acc   |0.4761|±  |0.0171|
| - blimp_wh_questions_subject_gap_filtered                           |      1|none  |     0|acc   |0.1036|±  |0.0102|
| - blimp_wh_questions_subject_gap_long_distance_filtered             |      1|none  |     0|acc   |0.0758|±  |0.0090|
| - blimp_wh_vs_that_no_gap_filtered                                  |      1|none  |     0|acc   |0.1568|±  |0.0124|
| - blimp_wh_vs_that_no_gap_long_distance_filtered                    |      1|none  |     0|acc   |0.1520|±  |0.0121|
| - blimp_wh_vs_that_with_gap_filtered                                |      1|none  |     0|acc   |0.8324|±  |0.0123|
| - blimp_wh_vs_that_with_gap_long_distance_filtered                  |      1|none  |     0|acc   |0.8451|±  |0.0120|

|     Groups     |Version|Filter|n-shot|Metric|Value |   |Stderr|
|----------------|-------|------|-----:|------|-----:|---|-----:|
|blimp_supplement|N/A    |none  |     0|acc   |0.4295|±  |0.0069|
|blimp_filtered  |N/A    |none  |     0|acc   |0.4967|±  |0.0019|
