|                                Tasks                                |Version|Filter|n-shot|Metric|Value |   |Stderr|
| - blimp_irregular_past_participle_adjectives_filtered               |      1|none  |     0|acc   |0.5567|±  |0.0160|
| - blimp_irregular_past_participle_verbs_filtered                    |      1|none  |     0|acc   |0.7123|±  |0.0148|
| - blimp_irregular_plural_subject_verb_agreement_1_filtered          |      1|none  |     0|acc   |0.5535|±  |0.0175|
| - blimp_irregular_plural_subject_verb_agreement_2_filtered          |      1|none  |     0|acc   |0.5561|±  |0.0166|
| - blimp_left_branch_island_echo_question_filtered                   |      1|none  |     0|acc   |0.6082|±  |0.0159|
| - blimp_left_branch_island_simple_question_filtered                 |      1|none  |     0|acc   |0.4848|±  |0.0162|
| - blimp_matrix_question_npi_licensor_present_filtered               |      1|none  |     0|acc   |0.0441|±  |0.0067|
| - blimp_npi_present_1_filtered                                      |      1|none  |     0|acc   |0.2563|±  |0.0145|
| - blimp_npi_present_2_filtered                                      |      1|none  |     0|acc   |0.2484|±  |0.0143|
| - blimp_only_npi_licensor_present_filtered                          |      1|none  |     0|acc   |0.9535|±  |0.0071|
| - blimp_only_npi_scope_filtered                                     |      1|none  |     0|acc   |0.3214|±  |0.0162|
| - blimp_passive_1_filtered                                          |      1|none  |     0|acc   |0.4774|±  |0.0172|
| - blimp_passive_2_filtered                                          |      1|none  |     0|acc   |0.4817|±  |0.0166|
| - blimp_principle_A_c_command_filtered                              |      1|none  |     0|acc   |0.3541|±  |0.0156|
| - blimp_principle_A_case_1_filtered                                 |      1|none  |     0|acc   |0.9923|±  |0.0029|
| - blimp_principle_A_case_2_filtered                                 |      1|none  |     0|acc   |0.5574|±  |0.0164|
| - blimp_principle_A_domain_1_filtered                               |      1|none  |     0|acc   |0.9869|±  |0.0038|
| - blimp_principle_A_domain_2_filtered                               |      1|none  |     0|acc   |0.4907|±  |0.0165|
| - blimp_principle_A_domain_3_filtered                               |      1|none  |     0|acc   |0.4846|±  |0.0163|
| - blimp_principle_A_reconstruction_filtered                         |      1|none  |     0|acc   |0.2027|±  |0.0129|
| - blimp_regular_plural_subject_verb_agreement_1_filtered            |      1|none  |     0|acc   |0.5236|±  |0.0168|
| - blimp_regular_plural_subject_verb_agreement_2_filtered            |      1|none  |     0|acc   |0.4772|±  |0.0163|
| - blimp_sentential_negation_npi_licensor_present_filtered           |      1|none  |     0|acc   |1.0000|±  |0.0000|
| - blimp_sentential_negation_npi_scope_filtered                      |      1|none  |     0|acc   |0.4122|±  |0.0167|
| - blimp_sentential_subject_island_filtered                          |      1|none  |     0|acc   |0.4069|±  |0.0159|
| - blimp_superlative_quantifiers_1_filtered                          |      1|none  |     0|acc   |0.5649|±  |0.0159|
| - blimp_superlative_quantifiers_2_filtered                          |      1|none  |     0|acc   |0.6085|±  |0.0156|
| - blimp_tough_vs_raising_1_filtered                                 |      1|none  |     0|acc   |0.5622|±  |0.0161|
| - blimp_tough_vs_raising_2_filtered                                 |      1|none  |     0|acc   |0.4707|±  |0.0165|
| - blimp_transitive_filtered                                         |      1|none  |     0|acc   |0.4827|±  |0.0170|
| - blimp_wh_island_filtered                                          |      1|none  |     0|acc   |0.8448|±  |0.0117|
| - blimp_wh_questions_object_gap_filtered                            |      1|none  |     0|acc   |0.7055|±  |0.0156|
| - blimp_wh_questions_subject_gap_filtered                           |      1|none  |     0|acc   |0.9354|±  |0.0082|
| - blimp_wh_questions_subject_gap_long_distance_filtered             |      1|none  |     0|acc   |0.9708|±  |0.0058|
| - blimp_wh_vs_that_no_gap_filtered                                  |      1|none  |     0|acc   |0.9849|±  |0.0042|
| - blimp_wh_vs_that_no_gap_long_distance_filtered                    |      1|none  |     0|acc   |0.9920|±  |0.0030|
| - blimp_wh_vs_that_with_gap_filtered                                |      1|none  |     0|acc   |0.0011|±  |0.0011|
| - blimp_wh_vs_that_with_gap_long_distance_filtered                  |      1|none  |     0|acc   |0.0077|±  |0.0029|

|     Groups     |Version|Filter|n-shot|Metric|Value |   |Stderr|
|----------------|-------|------|-----:|------|-----:|---|-----:|
|blimp_supplement|N/A    |none  |     0|acc   |0.5208|±  |0.0069|
|blimp_filtered  |N/A    |none  |     0|acc   |0.5301|±  |0.0018|
